"filename", "language", "Groovy", "Properties", "C++", "YAML", "XML", "Dart", "Markdown", "JSON", "HTML", "comment", "blank", "total"
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 7, 17
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/analysis_options.yaml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 23, 4, 30
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/build.gradle", "Groovy", 54, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 72
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/debug/AndroidManifest.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 1, 9
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/main/AndroidManifest.xml", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 6, 1, 35
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/main/res/drawable-v21/launch_background.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 7, 2, 13
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/main/res/drawable/launch_background.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 7, 2, 13
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/main/res/values-night/styles.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 1, 19
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/main/res/values/styles.xml", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 9, 1, 19
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/app/src/profile/AndroidManifest.xml", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 1, 9
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/build.gradle", "Groovy", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/gradle.properties", "Properties", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/gradle/wrapper/gradle-wrapper.properties", "Properties", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/android/settings.gradle", "Groovy", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/assets/illustrations/current_school_year.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/assets/illustrations/students_playing.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/assets/illustrations/teachers.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/configs/assets.dart", "Dart", 0, 0, 0, 0, 0, 14, 0, 0, 0, 3, 4, 21
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/configs/fonts.dart", "Dart", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 18, 144
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/configs/http_overrides.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/configs/project_themes.dart", "Dart", 0, 0, 0, 0, 0, 173, 0, 0, 0, 18, 14, 205
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/configs/styles.dart", "Dart", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/controllers/account_controller.dart", "Dart", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 7, 52
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/controllers/navigation_controller.dart", "Dart", 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 11, 114
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/main.dart", "Dart", 0, 0, 0, 0, 0, 38, 0, 0, 0, 8, 6, 52
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/address/address.dart", "Dart", 0, 0, 0, 0, 0, 61, 0, 0, 0, 1, 11, 73
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/address/area.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 11, 60
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/address/city.dart", "Dart", 0, 0, 0, 0, 0, 42, 0, 0, 0, 1, 11, 54
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/employee.dart", "Dart", 0, 0, 0, 0, 0, 158, 0, 0, 0, 2, 13, 173
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/family.dart", "Dart", 0, 0, 0, 0, 0, 82, 0, 0, 0, 1, 12, 95
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/father.dart", "Dart", 0, 0, 0, 0, 0, 163, 0, 0, 0, 3, 13, 179
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/job_title.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 11, 60
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/mother.dart", "Dart", 0, 0, 0, 0, 0, 146, 0, 0, 0, 3, 14, 163
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/responsible_person.dart", "Dart", 0, 0, 0, 0, 0, 88, 0, 0, 0, 1, 11, 100
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/agendas/student.dart", "Dart", 0, 0, 0, 0, 0, 170, 0, 0, 0, 2, 12, 184
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/conversations/conversation.dart", "Dart", 0, 0, 0, 0, 0, 73, 0, 0, 0, 3, 12, 88
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/conversations/message.dart", "Dart", 0, 0, 0, 0, 0, 78, 0, 0, 0, 2, 13, 93
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/conversations/web_conversation.dart", "Dart", 0, 0, 0, 0, 0, 129, 0, 0, 0, 3, 12, 144
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/classroom.dart", "Dart", 0, 0, 0, 0, 0, 64, 0, 0, 0, 1, 11, 76
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/course.dart", "Dart", 0, 0, 0, 0, 0, 80, 0, 0, 0, 1, 11, 92
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/current_school_year_insights.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 1, 12
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/exam.dart", "Dart", 0, 0, 0, 0, 0, 65, 0, 0, 0, 2, 12, 79
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/school_class.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 1, 11, 64
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/school_year.dart", "Dart", 0, 0, 0, 0, 0, 64, 0, 0, 0, 1, 11, 76
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/school_year_classroom.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 1, 11, 64
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/semester.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 2, 12, 66
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/semester_exam.dart", "Dart", 0, 0, 0, 0, 0, 72, 0, 0, 0, 1, 11, 84
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/semster_exam.dart", "Dart", 0, 0, 0, 0, 0, 72, 0, 0, 0, 1, 11, 84
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/educational/year_record.dart", "Dart", 0, 0, 0, 0, 0, 75, 0, 0, 0, 1, 11, 87
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/enums.dart", "Dart", 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 16, 112
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/address_management_helpers/address_management_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 5, 80
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/addresses_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 8, 76
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/area_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 8, 74
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/cities_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 7, 59
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/classrooms_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 8, 77
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/conversations_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/courses_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 8, 74
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/employee_management/employee_auth_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 3, 34
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/employee_management/employee_auth_exceptions.dart", "Dart", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 3, 9
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/employee_management/employee_auth_model.dart", "Dart", 0, 0, 0, 0, 0, 70, 0, 0, 0, 1, 12, 83
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/employees_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 9, 98
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/exams_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 7, 59
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/families_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 9, 76
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/father_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 7, 59
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/illnesses_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 8, 79
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/job_titles_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 7, 64
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/medical_records_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/messages_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 9, 80
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/mother_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 7, 59
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/mothers_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 6, 58
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/previous_schools_helpers/previous_schools_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 7, 58
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/previous_schools_helpers/student_previous_schools_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 7, 63
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/psychological_statuses_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 6, 62
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/public_records_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 4, 40
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/responsible_person_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/responsible_persons_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 6, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/school_classes_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 7, 58
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/school_year_classrooms_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 7, 63
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/school_years_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 8, 73
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/semester_exams_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/semesters_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/statistics_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 5, 67
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/student_illnesses_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/student_previous_schools_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 7, 60
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/student_psychological_statuses_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 9, 84
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/students_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 12, 136
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/taken_vaccines_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 6, 60
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/vaccines_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 8, 80
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/web_conversation_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 5, 56
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/database_helpers/year_records_db_helper.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 8, 62
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/helpers/destinations_helper.dart", "Dart", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 8, 149
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/illness.dart", "Dart", 0, 0, 0, 0, 0, 42, 0, 0, 0, 1, 11, 54
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/medical_record.dart", "Dart", 0, 0, 0, 0, 0, 52, 0, 0, 0, 1, 11, 64
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/psychological_status.dart", "Dart", 0, 0, 0, 0, 0, 42, 0, 0, 0, 1, 11, 54
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/student_illness.dart", "Dart", 0, 0, 0, 0, 0, 64, 0, 0, 0, 1, 11, 76
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/student_illness_info.dart", "Dart", 0, 0, 0, 0, 0, 53, 0, 0, 0, 1, 11, 65
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/student_psychological_status.dart", "Dart", 0, 0, 0, 0, 0, 67, 0, 0, 0, 2, 12, 81
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/student_vaccines_info.dart", "Dart", 0, 0, 0, 0, 0, 64, 0, 0, 0, 1, 11, 76
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/taken_vaccine.dart", "Dart", 0, 0, 0, 0, 0, 72, 0, 0, 0, 1, 11, 84
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/medical/vaccine.dart", "Dart", 0, 0, 0, 0, 0, 42, 0, 0, 0, 1, 11, 54
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/previous_schools/previous_schools.dart", "Dart", 0, 0, 0, 0, 0, 49, 0, 0, 0, 1, 11, 61
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/previous_schools/student_previous_school.dart", "Dart", 0, 0, 0, 0, 0, 65, 0, 0, 0, 1, 11, 77
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/public_record.dart", "Dart", 0, 0, 0, 0, 0, 177, 0, 0, 0, 1, 11, 189
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/shared_prefs_helper.dart", "Dart", 0, 0, 0, 0, 0, 61, 0, 0, 0, 1, 12, 74
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/stats_models/psychological_status_student_count.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 1, 11, 66
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/student_registration_model.dart", "Dart", 0, 0, 0, 0, 0, 141, 0, 0, 0, 1, 15, 157
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/weather_api/weather_api_helper.dart", "Dart", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 3, 28
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/models/weather_api/weather_forecast.dart", "Dart", 0, 0, 0, 0, 0, 164, 0, 0, 0, 1, 23, 188
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/pages/other/main_page/views/not_yet_supported_page.dart", "Dart", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 4, 41
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/pages/psychological_instructor/dashboard_page/controller/psychological_instructor_dashboard_controller.dart", "Dart", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 6, 51
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/pages/psychological_instructor/dashboard_page/models/psychological_instructor_dashboard_cards_info.dart", "Dart", 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 2, 19
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/pages/psychological_instructor/dashboard_page/views/psychological_instructor_dashboard.dart", "Dart", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 5, 195
"/Users/macintosh/Desktop/Startup/QalamAndNoor/QalamAndNoor/lib/pages/psychological_instructor/dashboard_page/views/widgets/psychological_statuses_pie_chart_widget.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 3, 3, 60
